rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
42,20240124_15-22-34.965369,insect,0.54,3,0.0484,0.8573,0.0941,0.9821,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-34.965369_3_crop.jpg
42,20240124_15-22-35.014617,insect,0.77,4,0.9118,0.1729,0.9377,0.2209,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-35.014617_4_crop.jpg
42,20240124_15-22-35.016608,insect,0.8,5,0.3459,0.4953,0.3713,0.5329,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-35.016608_5_crop.jpg
42,20240124_15-22-35.018484,insect,0.66,6,0.8745,0.606,0.8944,0.6581,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-35.018484_6_crop.jpg
42,20240124_15-22-35.020623,insect,0.62,7,0.0418,0.6821,0.1006,0.8329,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-35.020623_7_crop.jpg
42,20240124_15-22-35.025114,insect,0.67,9,0.3459,0.3085,0.3795,0.4113,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-35.025114_9_crop.jpg
42,20240124_15-22-36.068859,insect,0.54,3,0.046,0.8739,0.091,0.9843,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.068859_3_crop.jpg
42,20240124_15-22-36.073642,insect,0.78,4,0.9179,0.1707,0.9444,0.2185,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.073642_4_crop.jpg
42,20240124_15-22-36.076753,insect,0.82,5,0.3415,0.4934,0.3685,0.5365,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.076753_5_crop.jpg
42,20240124_15-22-36.079852,insect,0.6,6,0.8813,0.6019,0.8993,0.6612,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.079852_6_crop.jpg
42,20240124_15-22-36.083931,insect,0.71,7,0.0223,0.6815,0.0966,0.8552,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.083931_7_crop.jpg
42,20240124_15-22-36.092531,insect,0.77,9,0.3405,0.3078,0.3745,0.4054,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.092531_9_crop.jpg
42,20240124_15-22-36.096598,insect,0.75,10,0.4623,0.6483,0.4842,0.677,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.096598_10_crop.jpg
42,20240124_15-22-36.100274,insect,0.51,11,0.3337,0.6107,0.3682,0.7198,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.100274_11_crop.jpg
42,20240124_15-22-36.105039,insect,0.73,12,0.4592,0.8078,0.4802,0.8348,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.105039_12_crop.jpg
42,20240124_15-22-36.108332,insect,0.71,14,0.8799,0.4974,0.8995,0.5609,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.108332_14_crop.jpg
42,20240124_15-22-36.112153,insect,0.64,16,0.8764,0.2249,0.8971,0.29,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-36.112153_16_crop.jpg
42,20240124_15-22-37.161434,insect,0.64,3,0.0343,0.8962,0.0856,0.9898,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-22-37.161434_3_crop.jpg
42,20240124_15-24-48.824728,insect,0.72,4,0.9281,0.1655,0.9508,0.2075,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-24-48.824728_4_crop.jpg
42,20240124_15-27-01.943783,insect,0.75,5,0.3349,0.4714,0.3686,0.5554,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-27-01.943783_5_crop.jpg
42,20240124_15-29-15.065229,insect,0.62,6,0.8886,0.6082,0.9082,0.6618,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-29-15.065229_6_crop.jpg
42,20240124_15-31-28.183418,insect,0.73,7,0.0235,0.6875,0.0865,0.8624,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-31-28.183418_7_crop.jpg
42,20240124_15-33-41.303848,insect,0.81,9,0.3344,0.3077,0.3721,0.4181,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-33-41.303848_9_crop.jpg
42,20240124_15-35-54.423224,insect,0.74,10,0.4602,0.6505,0.4848,0.6838,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-35-54.423224_10_crop.jpg
42,20240124_15-35-54.425654,insect,0.61,11,0.3312,0.6145,0.3651,0.7112,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-35-54.425654_11_crop.jpg
42,20240124_15-35-54.429057,insect,0.72,12,0.4575,0.8116,0.48,0.85,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-35-54.429057_12_crop.jpg
42,20240124_15-35-54.432068,insect,0.67,18,0.5704,0.6776,0.6001,0.7333,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-35-54.432068_18_crop.jpg
42,20240124_15-35-54.434889,insect,0.72,20,0.5247,0.6392,0.5514,0.7101,insect-detect/data/20240124/20240124_15-22/cropped/insect/20240124_15-35-54.434889_20_crop.jpg
