rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
15,20231206_22-02-29.394098,insect,0.87,1,0.5824,0.4259,0.655,0.563,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-29.394098_1_crop.jpg
15,20231206_22-02-29.432638,insect,0.83,2,0.7951,0.5453,0.852,0.6521,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-29.432638_2_crop.jpg
15,20231206_22-02-30.471976,insect,0.83,1,0.5109,0.4667,0.582,0.6528,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-30.471976_1_crop.jpg
15,20231206_22-02-30.479300,insect,0.76,2,0.7227,0.573,0.785,0.7043,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-30.479300_2_crop.jpg
15,20231206_22-02-30.487965,insect,0.83,3,0.7041,0.7261,0.7553,0.8721,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-30.487965_3_crop.jpg
15,20231206_22-02-31.536435,insect,0.9,1,0.5485,0.5108,0.627,0.6873,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-31.536435_1_crop.jpg
15,20231206_22-02-32.126450,insect,0.86,2,0.7542,0.5959,0.8232,0.7424,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-32.126450_2_crop.jpg
15,20231206_22-02-32.437665,insect,0.88,3,0.7308,0.7667,0.7814,0.9096,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-32.437665_3_crop.jpg
15,20231206_22-02-33.480734,insect,0.75,1,0.5467,0.4714,0.6267,0.6935,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-33.480734_1_crop.jpg
15,20231206_22-02-33.489972,insect,0.85,2,0.7563,0.5934,0.8242,0.7472,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-33.489972_2_crop.jpg
15,20231206_22-02-33.496722,insect,0.79,3,0.732,0.7661,0.7814,0.9221,insect-detect/data/20231206/20231206_22-02/cropped/insect/20231206_22-02-33.496722_3_crop.jpg
