rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
19,20231207_12-37-21.076566,insect,0.63,3,0.6337,0.0007,0.6589,0.034,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-21.076566_3_crop.jpg
19,20231207_12-37-23.214846,insect,0.74,1,0.0154,0.8794,0.0876,0.9917,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-23.214846_1_crop.jpg
19,20231207_12-37-23.218919,insect,0.69,8,0.3392,0.4942,0.3607,0.5282,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-23.218919_8_crop.jpg
19,20231207_12-37-24.262821,insect,0.7,1,0.0192,0.8797,0.0849,0.993,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-24.262821_1_crop.jpg
19,20231207_12-37-24.267261,insect,0.78,8,0.3363,0.4896,0.3587,0.5309,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-24.267261_8_crop.jpg
19,20231207_12-37-24.269528,insect,0.62,9,0.3361,0.6575,0.3539,0.6886,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-24.269528_9_crop.jpg
19,20231207_12-37-24.271847,insect,0.66,10,0.3344,0.8146,0.3523,0.852,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-24.271847_10_crop.jpg
19,20231207_12-37-24.274340,insect,0.56,12,0.4643,0.3201,0.4829,0.3519,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-24.274340_12_crop.jpg
19,20231207_12-37-25.339896,insect,0.75,1,0.0225,0.89,0.0837,0.9968,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-25.339896_1_crop.jpg
19,20231207_12-37-29.680538,insect,0.78,8,0.3371,0.4914,0.3585,0.5308,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-29.680538_8_crop.jpg
19,20231207_12-37-31.416735,insect,0.63,9,0.3361,0.6574,0.3539,0.6888,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-31.416735_9_crop.jpg
19,20231207_12-37-31.420465,insect,0.66,10,0.3344,0.8146,0.3522,0.8521,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-31.420465_10_crop.jpg
19,20231207_12-37-31.425125,insect,0.54,12,0.4644,0.3203,0.4828,0.3518,insect-detect/data/20231207/20231207_12-37/cropped/insect/20231207_12-37-31.425125_12_crop.jpg
