rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
29,20240223_18-01-25.221358,insect,0.68,2,0.4809,0.3138,0.5039,0.3508,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-25.221358_2_crop.jpg
29,20240223_18-01-25.297098,insect,0.69,6,0.4759,0.4716,0.4973,0.5046,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-25.297098_6_crop.jpg
29,20240223_18-01-25.299184,insect,0.74,8,0.4704,0.626,0.4913,0.6585,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-25.299184_8_crop.jpg
29,20240223_18-01-25.301258,insect,0.71,13,0.5153,0.0422,0.5685,0.0968,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-25.301258_13_crop.jpg
29,20240223_18-01-25.304899,insect,0.56,14,0.3529,0.2772,0.3955,0.3922,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-25.304899_14_crop.jpg
29,20240223_18-01-26.345179,insect,0.72,2,0.4795,0.3093,0.506,0.3533,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.345179_2_crop.jpg
29,20240223_18-01-26.348319,insect,0.62,6,0.4714,0.4654,0.5012,0.5101,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.348319_6_crop.jpg
29,20240223_18-01-26.351110,insect,0.68,8,0.4666,0.6216,0.4935,0.6634,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.351110_8_crop.jpg
29,20240223_18-01-26.353618,insect,0.61,13,0.5172,0.0416,0.5695,0.096,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.353618_13_crop.jpg
29,20240223_18-01-26.359266,insect,0.73,14,0.3479,0.2754,0.4048,0.3906,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.359266_14_crop.jpg
29,20240223_18-01-26.363214,insect,0.77,20,0.3389,0.5923,0.3878,0.7127,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.363214_20_crop.jpg
29,20240223_18-01-26.368100,insect,0.61,21,0.5899,0.3498,0.617,0.4062,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.368100_21_crop.jpg
29,20240223_18-01-26.373177,insect,0.68,23,0.5414,0.3089,0.573,0.3884,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-26.373177_23_crop.jpg
29,20240223_18-01-27.432489,insect,0.67,14,0.3519,0.2709,0.3992,0.3961,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-27.432489_14_crop.jpg
29,20240223_18-01-34.101307,insect,0.73,30,0.0274,0.2725,0.1003,0.3794,insect-detect/data/20240223/20240223_18-01/cropped/insect/20240223_18-01-34.101307_30_crop.jpg
