rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
30,20240223_18-03-38.696658,insect,0.85,5,0.3139,0.7444,0.3911,0.8694,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.696658_5_crop.jpg
30,20240223_18-03-38.806427,insect,0.66,6,0.333,0.5969,0.3788,0.7079,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.806427_6_crop.jpg
30,20240223_18-03-38.814598,insect,0.7,7,0.341,0.2693,0.398,0.3733,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.814598_7_crop.jpg
30,20240223_18-03-38.822186,insect,0.55,8,0.3417,0.4379,0.3863,0.5399,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.822186_8_crop.jpg
30,20240223_18-03-38.826449,insect,0.59,9,0.4636,0.462,0.5038,0.5155,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.826449_9_crop.jpg
30,20240223_18-03-38.830885,insect,0.72,10,0.5224,0.6248,0.5684,0.7049,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.830885_10_crop.jpg
30,20240223_18-03-38.834457,insect,0.79,12,0.4745,0.3011,0.5098,0.3552,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.834457_12_crop.jpg
30,20240223_18-03-38.837844,insect,0.6,13,0.4564,0.6271,0.4989,0.6755,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.837844_13_crop.jpg
30,20240223_18-03-38.844142,insect,0.74,14,0.5302,0.0302,0.5694,0.0818,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.844142_14_crop.jpg
30,20240223_18-03-38.848767,insect,0.65,15,0.5289,0.4571,0.5805,0.5488,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.848767_15_crop.jpg
30,20240223_18-03-38.852881,insect,0.73,16,0.5359,0.2977,0.5788,0.3893,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.852881_16_crop.jpg
30,20240223_18-03-38.857294,insect,0.63,17,0.5664,0.8217,0.5997,0.8852,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.857294_17_crop.jpg
30,20240223_18-03-38.860559,insect,0.62,19,0.5233,0.7714,0.5584,0.8652,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-38.860559_19_crop.jpg
30,20240223_18-03-50.351826,insect,0.67,23,0.3373,0.7723,0.3619,0.8287,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-50.351826_23_crop.jpg
30,20240223_18-03-51.418529,insect,0.74,23,0.3375,0.7695,0.3655,0.8318,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-51.418529_23_crop.jpg
30,20240223_18-03-52.476337,insect,0.6,23,0.3389,0.7826,0.3578,0.8275,insect-detect/data/20240223/20240223_18-02/cropped/insect/20240223_18-03-52.476337_23_crop.jpg
