rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
22,20231207_16-24-10.296166,insect,0.69,1,0.8354,0.3449,0.8586,0.3919,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-24-10.296166_1_crop.jpg
22,20231207_16-24-12.471426,insect,0.69,3,0.8407,0.3456,0.8623,0.3859,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-24-12.471426_3_crop.jpg
22,20231207_16-24-13.511510,insect,0.67,3,0.8407,0.3457,0.8623,0.3862,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-24-13.511510_3_crop.jpg
22,20231207_16-24-14.559433,insect,0.68,3,0.8407,0.3458,0.8623,0.3862,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-24-14.559433_3_crop.jpg
22,20231207_16-26-55.594067,insect,0.53,10,0.8391,0.3473,0.8608,0.3885,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-26-55.594067_10_crop.jpg
22,20231207_16-26-56.791998,insect,0.53,10,0.8391,0.3471,0.8605,0.3887,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-26-56.791998_10_crop.jpg
22,20231207_16-26-59.913717,insect,0.58,10,0.8408,0.3498,0.862,0.3936,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-26-59.913717_10_crop.jpg
22,20231207_16-27-01.011034,insect,0.55,10,0.8391,0.3588,0.8604,0.4011,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-01.011034_10_crop.jpg
22,20231207_16-27-02.065373,insect,0.56,10,0.8399,0.3362,0.8589,0.3757,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-02.065373_10_crop.jpg
22,20231207_16-27-03.158817,insect,0.53,10,0.8395,0.3463,0.8599,0.3863,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-03.158817_10_crop.jpg
22,20231207_16-27-05.261264,insect,0.55,10,0.8412,0.3391,0.8645,0.3791,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-05.261264_10_crop.jpg
22,20231207_16-27-06.303967,insect,0.51,10,0.8412,0.346,0.8633,0.387,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-06.303967_10_crop.jpg
22,20231207_16-27-13.876475,insect,0.66,11,0.8422,0.3238,0.8638,0.3685,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-13.876475_11_crop.jpg
22,20231207_16-27-16.073051,insect,0.55,11,0.8395,0.3464,0.8599,0.3927,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-16.073051_11_crop.jpg
22,20231207_16-27-17.113915,insect,0.55,11,0.8401,0.3457,0.8603,0.3869,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-17.113915_11_crop.jpg
22,20231207_16-27-18.236631,insect,0.74,11,0.8385,0.3444,0.8591,0.3842,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.236631_11_crop.jpg
22,20231207_16-27-18.239180,insect,0.71,12,0.4513,0.3605,0.4771,0.4033,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.239180_12_crop.jpg
22,20231207_16-27-18.241737,insect,0.81,13,0.4354,0.8045,0.474,0.8615,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.241737_13_crop.jpg
22,20231207_16-27-18.245799,insect,0.83,14,0.4423,0.6517,0.4768,0.7042,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.245799_14_crop.jpg
22,20231207_16-27-18.250453,insect,0.76,15,0.4974,0.7949,0.5408,0.883,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.250453_15_crop.jpg
22,20231207_16-27-18.254076,insect,0.76,16,0.3369,0.3409,0.3691,0.421,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.254076_16_crop.jpg
22,20231207_16-27-18.261504,insect,0.77,17,0.4975,0.6405,0.5548,0.7325,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.261504_17_crop.jpg
22,20231207_16-27-18.265600,insect,0.75,18,0.5566,0.3845,0.585,0.4368,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.265600_18_crop.jpg
22,20231207_16-27-18.270726,insect,0.76,19,0.445,0.5005,0.4787,0.5556,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.270726_19_crop.jpg
22,20231207_16-27-18.276383,insect,0.68,20,0.502,0.4889,0.5575,0.5788,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.276383_20_crop.jpg
22,20231207_16-27-18.281221,insect,0.7,21,0.3464,0.0419,0.3679,0.07,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.281221_21_crop.jpg
22,20231207_16-27-18.285347,insect,0.71,22,0.3283,0.4984,0.3772,0.5983,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.285347_22_crop.jpg
22,20231207_16-27-18.290513,insect,0.74,23,0.3862,0.3383,0.4173,0.3893,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.290513_23_crop.jpg
22,20231207_16-27-18.294989,insect,0.69,24,0.3785,0.4815,0.4215,0.5661,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-18.294989_24_crop.jpg
22,20231207_16-27-19.354675,insect,0.59,11,0.8426,0.3439,0.8591,0.3837,insect-detect/data/20231207/20231207_16-24/cropped/insect/20231207_16-27-19.354675_11_crop.jpg
