rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
39,20231212_17-52-35.905236,insect,0.72,1,0.45,0.3066,0.4783,0.3522,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-35.905236_1_crop.jpg
39,20231212_17-52-35.934456,insect,0.74,2,0.4485,0.4773,0.4793,0.5298,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-35.934456_2_crop.jpg
39,20231212_17-52-35.935978,insect,0.77,5,0.4467,0.6461,0.4779,0.6961,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-35.935978_5_crop.jpg
39,20231212_17-52-35.937439,insect,0.63,6,0.5372,0.4779,0.6026,0.5588,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-35.937439_6_crop.jpg
39,20231212_17-52-36.954157,insect,0.75,1,0.4478,0.3072,0.4811,0.3566,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-36.954157_1_crop.jpg
39,20231212_17-52-36.955954,insect,0.75,2,0.4475,0.4774,0.4807,0.532,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-36.955954_2_crop.jpg
39,20231212_17-52-36.957509,insect,0.78,5,0.4468,0.6418,0.4784,0.6947,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-36.957509_5_crop.jpg
39,20231212_17-52-36.958992,insect,0.62,6,0.5298,0.4754,0.5999,0.5595,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-36.958992_6_crop.jpg
39,20231212_17-52-36.962562,insect,0.59,8,0.5153,0.6359,0.5733,0.723,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-36.962562_8_crop.jpg
39,20231212_17-52-37.977617,insect,0.7,1,0.4547,0.3146,0.48,0.3543,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-37.977617_1_crop.jpg
39,20231212_17-52-40.064815,insect,0.7,2,0.4522,0.4791,0.4797,0.5248,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-40.064815_2_crop.jpg
39,20231212_17-52-41.609332,insect,0.66,5,0.4526,0.6397,0.4783,0.6839,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-41.609332_5_crop.jpg
39,20231212_17-52-44.242574,insect,0.74,1,0.457,0.3171,0.4808,0.3558,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-44.242574_1_crop.jpg
39,20231212_17-52-44.243780,insect,0.74,2,0.4554,0.478,0.4807,0.5223,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-44.243780_2_crop.jpg
39,20231212_17-52-44.246769,insect,0.75,5,0.4545,0.6362,0.4787,0.6784,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-44.246769_5_crop.jpg
39,20231212_17-52-45.262227,insect,0.74,1,0.4571,0.3162,0.4805,0.3559,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-45.262227_1_crop.jpg
39,20231212_17-52-45.263441,insect,0.73,2,0.4559,0.4775,0.4805,0.523,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-45.263441_2_crop.jpg
39,20231212_17-52-45.264633,insect,0.77,5,0.4547,0.6363,0.4795,0.6784,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-45.264633_5_crop.jpg
39,20231212_17-52-46.280490,insect,0.71,1,0.4569,0.3162,0.4805,0.3565,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-46.280490_1_crop.jpg
39,20231212_17-52-46.282166,insect,0.73,2,0.4549,0.4771,0.4815,0.523,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-46.282166_2_crop.jpg
39,20231212_17-52-46.283648,insect,0.74,5,0.4543,0.6357,0.4789,0.6786,insect-detect/data/20231212/20231212_17-51/cropped/insect/20231212_17-52-46.283648_5_crop.jpg
