rec_ID,timestamp,label,confidence,track_ID,x_min,y_min,x_max,y_max,file_path
28,20231212_12-51-30.476420,insect,0.79,1,0.9029,0.7273,0.948,0.8396,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-30.476420_1_crop.jpg
28,20231212_12-51-30.508275,insect,0.51,4,0.8571,0.5138,0.8848,0.6234,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-30.508275_4_crop.jpg
28,20231212_12-51-31.538715,insect,0.85,1,0.9125,0.735,0.962,0.8514,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.538715_1_crop.jpg
28,20231212_12-51-31.544354,insect,0.73,5,0.3265,0.6066,0.3942,0.7306,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.544354_5_crop.jpg
28,20231212_12-51-31.549423,insect,0.57,7,0.3198,0.7638,0.3856,0.8836,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.549423_7_crop.jpg
28,20231212_12-51-31.555697,insect,0.74,8,0.3263,0.4759,0.3825,0.5742,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.555697_8_crop.jpg
28,20231212_12-51-31.559872,insect,0.7,9,0.5045,0.774,0.5535,0.8652,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.559872_9_crop.jpg
28,20231212_12-51-31.563847,insect,0.66,10,0.5093,0.6305,0.5662,0.7097,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.563847_10_crop.jpg
28,20231212_12-51-31.568165,insect,0.72,11,0.9087,0.9007,0.9581,0.983,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.568165_11_crop.jpg
28,20231212_12-51-31.575617,insect,0.59,12,0.5088,0.4679,0.5564,0.5522,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-31.575617_12_crop.jpg
28,20231212_12-51-32.593031,insect,0.8,1,0.9171,0.7393,0.969,0.8613,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-32.593031_1_crop.jpg
28,20231212_12-51-37.226266,insect,0.58,5,0.322,0.6144,0.3989,0.7178,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.226266_5_crop.jpg
28,20231212_12-51-37.231614,insect,0.53,8,0.3238,0.4581,0.3844,0.5703,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.231614_8_crop.jpg
28,20231212_12-51-37.235967,insect,0.63,9,0.5055,0.7807,0.5532,0.8716,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.235967_9_crop.jpg
28,20231212_12-51-37.239751,insect,0.73,10,0.5027,0.6272,0.557,0.7137,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.239751_10_crop.jpg
28,20231212_12-51-37.243494,insect,0.7,11,0.9111,0.9065,0.9611,0.9922,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.243494_11_crop.jpg
28,20231212_12-51-37.246535,insect,0.62,12,0.5082,0.4666,0.5573,0.5544,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.246535_12_crop.jpg
28,20231212_12-51-37.249789,insect,0.75,14,0.443,0.7928,0.4812,0.8519,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.249789_14_crop.jpg
28,20231212_12-51-37.252101,insect,0.5,17,0.5561,0.5024,0.6004,0.5655,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-37.252101_17_crop.jpg
28,20231212_12-51-38.270026,insect,0.76,1,0.9237,0.7415,0.9727,0.867,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-38.270026_1_crop.jpg
28,20231212_12-51-38.274468,insect,0.55,9,0.5033,0.7816,0.5582,0.8779,insect-detect/data/20231212/20231212_12-51/cropped/insect/20231212_12-51-38.274468_9_crop.jpg
